__priyanshi_agrawal__|1
_bisharath|1
_bisharath|1
_ishleenkaur|1
devangi1436|1
diva_aash|1
esther__winona|1
grover___sarthak|1
harisansari0001|1
indisposed_leo|1
karan.oli.18|1
krthnak_|1
mritunjaychakrabarty|1
pri.yan.she|1
riyasingh__07|1
rutuja.ravindranath|1
supriya_singh1203|1
confessions_niftb|-1
monika_moki01|1
_arshisrivastava|0
amala.ajithkumar|1
navyajoshimusic|1
arjunshukla_|1
rutuja_ravindranath|0
_akshayravi|-1
mithesh_v|0
ittybittyaditi|1
ayuuuuuuuuuusssss|1
_diya_goyal_|0
meera.maheswari|1
jibin_j.b|0
_al.thaf_|0
raj_srivathsan|0
amal_pinheiro|0
itsurbrownbro|1
durgapvarma|1
fazaana_asif|0
_annabobby_|0
ayushiagarwalx|1
im_destro_|1
prernaa_v|1
abhinav_._anand|1
zeberjed_ak|0
callme_guptaji|1
dexterity_bg|1
natxraj.archive|-1
anuuurag.verma|0
deepallliiiiii|0
kavyasakthivel._|1
nrnjna_|1
anu_rajgo|0
athul__krishna_cs|1
_ramabhadran|1
anvith.acharya|0
kalden_dorjee|1
su.ha.il.23|1
_so_high_ni|-1
heer_shah531|0
tanix.xq|1
_saanvi___|1
sudeshna_thiru|0
kahanhaiharsh|1
regina_.phalang3|0
amal.pinheiro|1
its.me.raki_|0
_priii.i|0
_eeeilllim_|0
kratika_nyati|0
ughpurva.12|0
shrashwatshailesh|-1
aradhana_suchi|0
_ayush_anand__|0
kesarwanikritika|0
akhilesh_99_|1
nikkitak15714|1
divvyanssh|0
bahaddur_sudeep|-1
vidhiiinagpal|0
_sayu1922_|0
mithilaa_shivani|0
vidhidaryani|0
ananyadvinod|1
shubh.am__sharma|1
kitarphsohg|0
pranesh.kamal|0
pristine_petal_|0
pranesh_illustrations|1
aryan.tiwari27|-1
neeljumnani|0
bhumiika_sm|1
shivamzsingh|1
eshwariii|1
gaganum|1
namratha_madhusudan|1
lil.nikz|1
_rohith_5_|0
akinsanjayan|-1
minicrabbypants|0
ritwikkesarwani|0
i._.akshya|1
i_run_man|0
__sameer__shrivastava__|0
gaya3___|0
lil.nikz.02|1
khushhhii.11|-1
_nena_._|0
_tanitales|0
_manaswita_12_|0
kavyayay_|-1
14_17_saloni|0
sparsh_being_sparshii|1
shah.gautam01|0
the.thinker.bell|0
roskr|1
lovelykri246|-1
pradyumansinghh|0
tanvir._.vora|0
i._.venki|1
ni.ddie|1
tia_ghoshal|0
shreya23236|0
kavlekar_chandan|0
anubhavvv.pvt|0
dash_mahima|-1
its_mr_yrk|0
_k.r.y.s._|0
anushkaranjannn|1
_rubala_|0
kri_t_ika|-1
mihir_rajgarhia|1
i_aakanksha_01|0
chikophy|1
impo_fficial|0
gaurikaxx|-1
ritikaasharmaa_|0
pratiksha_tulsyan|1
me_myself_nd_jaimin_|0
karen__kennedy_|0
roshnisingh_9266|1
devanshu_rauthan|1
desi_prosecco|1
sakshisinha._|1
amisha.shukla01|0
kriti_suda|0
ayushnath2407|1
arlyene_mathew|0
itsmxm7|0
cherry_kanodia|0
ss0743790|0
hu_lululululu|0
s_nehaanand|0
starts_from_a_dot|1
kritxart|-1
_.kr.i.ti._|0
_avni07_|0
reexploding|1
purvaingle_|1
rohankothiyal|1
_burhan_khan_07|0
shquex_|1
026.pankhudi|0
shivanii701|0
lakedeco|1
g.mithra|0
rawatmansi125|1
skandesh_ar|0
surbhiidwivedi|1
jwalaksl120|0
samantasoetlana|0
tanviianandd|0
me_rachitjain|0
__sanovi__|0
__nithu_._|-1
aman.surana|0
xean.01|1
suu_hail_|0
drish_teaaaa|0
amar_singh_badsha|0
hm_babra07|0
qurbat.e.dilaab|1
gaurisha1113|0
sachinsinha.ig|0
vineet_0407|0
rousseaauu|0
vda3_____|0
harshinimanickamm|1
harzhitaaaaa|1
sincerelyshipra|0
jay_kumar_25|0
kusumasav|-1
akankshaa.13|1
srilaxmi_81101|1
vismaya_prem|0
alt______haf|1
mrr_imperfect_|-1
__blehhhh._|1
anu.shh.kae|0
_.muskanjain._|0
tawar_prasad_4|1
porquetevas_|0
gokul.vasan.8|0
_i.hrishita|0
smriti_0605|0
_pranjal.mittal_|1
schnambani|1
dwivedi_shashwat|0
reemes91|0
deeksha__30_|0
dikshaprasad__26|1
srjm_|1
s_a_mskruthi|0
shivanii__raii|0
pushpamahato__|0
irfan91180|0
sunayana.ss|1
nidhishetty1511|0
lu_raiha|0
binshitaaaa|1
shrutisriravi|0
maan.asa|0
low_kesh__|1
siddhant.chiplunkar|0
rishti_sumedha|0
coffee_in_a_beer_mug|0
udayveera|0
a_pink_bubblegum|0
oorjasvitaa_ashley|1
arumit|0
lakshmijaiks|0
deepti_812|1
_isinghakriti_|1
c.kumar_032|0
hatti_matimtim|1
aparna___verma|0
priyanshasharma_|0
kritkattttt|0
_sanjayakumar_|0
moumitha_111|0
nik_kita77|0
svftndgrnge|-1
saanvi_gupte12|0
byehellochalnikal|0
mdatharzya|1
the_lens_companion|1
jaaaiambade|0
pravalika.gv|0
_._nakshatra_._|0
niftconfessionss|0
_ignavihss_|1
sakkath_potato|0
riniunni|1
valach_12232|0
madhura_ms|0
anuradhabhadoria|-1
ric_orenda|0
prjjwl.15|1
_anshikav|0
_.sahajjjj._|0
aman_wahane_919|-1
_prakhar_gupta_|-1
foxoxotnybis|0
jaishreetiwari|-1
mukesh_sagar09|0
radhikarathi16|0
_aarshisingh|0
dan_delicieux|1
s.h.r.e.y.a___|0
_niyatitrivedi_|1
___manoj___00__|0
_just_simran_|0
naga_dhaivik|1
machirajuchandana|-1
samhithapotluri|1
_.naisargii|1
spatika_c|0
bilaal_12|1
athiragopal|0
jasleenk.9|1
yaiphabi_|1
moulina.thakur719|0
gupta.anushka_18|0
shalaka2641|0
muskaanjaiswal__|0
tiwary_bhavya|0
flowith.life|0
jainamjain56|0
simran_singh10_|0
gautham.xr|0
manual__box|1
tricinity_viixi|-1
saloni147|0
pr13hiiiii|0
san__yaaa|0
pahwasimran21|0
navanitha_sivakumar|0
bo6.ali|1
guru089|0
iamvaibhav|1
chaaanibiscoot|1
arrt._.being|0
kcnivesh|0
_suparnahcas_|0
laxshuu|0
avsudhanshu|0
deekshana_b_s|0
nehalivesameme|0
rezanarasheed__|-1
dii.v.a|0
hxyxfxthimx|0
akshatnara|0
dhaaanusha|0
harshaa.m|0
krsnam.bhatia|1
samanvitharavi|0
sanikababel|0
mdshabajmd532|1
_sathanaaa|0
vijay_p011|1
bangaloremodels_|1
nitishmalhotra6|1
not.your.sharmajikibeti|0
mohit_o_chand|1
aryaanair_|-1
nowreen._|1
vathsan_17|0
naazrinn.__|0
yellowartist_|1
div.ee.yaa|-1
its.yashaswini|0
xi_i_mmii|0
_shubham_nift|1
bhavana_dreamer|0
ayeshakabir_|-1
_sakshi_gupta_20|1
_msanaina|-1
_siadubey_|1
tami.barb|0
palak.vagisha|0
vaishnavi_1154|0
nisha_gozmit|-1
lavanyarathii|-1
iaditiatri__12|1
srishti.___|0
chhavi.daswani|1
utpal3319|0
santajocita|-1
bhumihihihi|-1
lolia1812|0
muskan_ki_chamkaan|-1
ink24tattoos|1
skills_buyer|1
bymillie___|-1
bhakkk_lol|1
_.anux._|-1
_smriti30_|1
_prachiisingh|0
__stick.man__|1
adiiitti_gautam|0
yashi_dingwani|0
pri.nil_10|0
anuska_borah__|0
akankshya13|1
_vidhi_0112|0
_daal_bha__|0
raj.rohit2017|-1
ipshita_kumari|0
sandhyalahare|0
_.shivanipanchal_13|1
xsunayanax|1
_the_artistic_chronicles|1
vibha.arvind|1
_jassiiii|1
vazegrams_|1
shruti_raka|-1
san_yyaa|0
aannaannyyaaa|0
chaitraliij|0
the._.little.girl|0
neon.jet|1
_i.m_moumita_|0
saann.21|1
rajeshsoundraraj|0
sreeraj_ravindran|0
rea_indulkar|1
kruti.thakare|1
tj_balagopal|1
jiya.mitra.4|0
gadha_jeevan|0
sachin_raj23|1
_shiwanikumari|0
shipra__roy|1
eshpriyasoni|0
lipti__rao|0
anisha_s_v|0
b_.h_.a_.g_.y_.a|1
mithilbhansali|0
dharshini_rajamahes|0
grishika29|0
nehatanwar__|1
lakshmi.priya__|0
alexander_philip_06|0
kiran._.joji|1
shivani1006_|0
_priyanka90_|0
ankitahaha|0
manjushamarymathews|1
bubblesstroubless|-1
txmanna_7|0
iananya_03|1
iamtatsat|1
ashu_w.t.f|1
ave.grill|0
ghosh._.babu.19|0
hanisha_12|0
nasa.2202|0
prachi_r_sahoo|1
amuk__jain|0
_anmol_trivedi_|0
rajpootladki1603|1
ardrasanthosh_|0
somylucy|0
swaraseshan|1
niidakhan_|0
nikhil_4757|1
asmitha444|0
ayelaa_jaadoo|0
harsh.it.raj|0
suchiseas|1
shreejasridevi|0
pooja.balakrishna|-1
maneetjoharr|1
nidhikap00r|1
jhanvi___srivastav|1
anushka_vagerwal|0
poorvabedekar|0
ronildash|0
weedushee|-1
ahens02|0
pawanjangidd|-1
anjalijhaa_|0
swareena_nayak|0
shernikakela|-1
smolbean_5902|0
taniyaa4444|0
arundhati.dikshit|0
artsy.hersheyssyrupp|1
alikashifq|1
kunikasoni12|0
itsro4u|0
deeevveee|0
nikitaaa._.0|1
sanjana__draws|-1
anothercrazyusername|0
skqja___|0
__shrumar__|0
sanchimehta44|0
_.shubhangii._|1
taniyaa____|1
pallavigolaya|0
smriti.sohal|0
tanishqa16_|1
nift_speaks|1
_ann__mathew|0
padmini_08|-1
varsshh_05|0
_akash_gowda_01_|0
aasawari_agrawal|1
thisisparthdandekar|0
vamiii_08|0
vibhajain303|0
art_sutradhar|1
keerthana.pai|-1
niftblr_confessions|0
varshasatheeshh|0
tobehonest.01|0
555chaitanya|0
onetomiles|1
who_killed_shaan|1
pankzzz._|0
lmfaoobj|0
ashmi.rajnish|-1
shrez.ch|1
tisha_agrawal_2309|0
who._.nehh|1
nift__confession|1
_suparna_art_|-1
beeves_a_vives|0
juggy.17|-1
chahat_choudhary07|0
_ms._kurthamkettaval_._|0
your.sensei31|1
karthika_as123|0
himachaliphotographer|1
aishnieeee|1
khawahish24|0
_ay.sha_.sali|1
varsha_sd8xo|1
k._.who.she|1
im._vishi|0
______bharath__|1
ssuuuuu.uu|0
003_602_08_amity|0
anusree.xr|0
ranish_ismail|0
f1.d4_|0
rose_joyy|0
akshita_prasad.28|1
in_a_navshell|1
utkarshpathak25|0
aqueridot|1
